id	loc	bytes	jp	en	edited_en
472	11:$5803	179	おかみ「きょうは わたしのおごり<br> だからね ジャンジャンのんで<br> おくれ<end>・・・と、<end><brk> ・・・あんた よくみたら にもつ<br> いっぱいもっていて それじゃ<br> くつろげないわね。<end><brk> たいせつな もちものは いまのうち<br> そうこに しまっておいたほうが<br> いいんじゃ ないかしら。<end><brk> よっぱらって なくしちゃうと<br> いけないし・・・」	Innkeeper: Drinks are on me<br> tonight, so have as much as<br> you like!<end><brk> ...Hold on. You're carrying a<br> ton of stuff.<end><brk> You can't relax like that.<end><brk> You should put anything<br> important in the Warehouse<br> now.<end><brk> Wouldn't want to get drunk<br> and lose it...	
473	11:$58B7	45	おかみ「たいせつな もちものは<br> いまのうちに そうこへ しまった<br> ほうが いいわよ」	Innkeeper: You should put<br> anything important in the<br> Warehouse now.	
474	11:$58E5	18	ロクロウ「はは・・・ゆかい ゆかい」	Rokuro: Ha ha... This is<br> great!	
475	11:$58F8	71	かんぬし「あのオロチを たおすとは<br> さすがじゃのう。<end><brk> はっきりいって いろいろアドバイス<br> した わしのおかげじゃがのう」	Priest: Defeating Orochi is no<br> small feat. Impressive.<end><brk> Though frankly, it's all<br> thanks to my expert advice.	
476	11:$5940	98	だいくのマサ「もちものは なくすと<br> いけないから そうこに しまって<br> おいたほうが いいぜ。<end><brk> あのそうこは あんたのものなんだ<br> からよ。これからも じゆうに<br> つかってくれよ」	Masa: Put your things in the<br> Warehouse.<end><brk> You don't want to lose them.<end><brk> That Warehouse belongs to<br> you. Use it whenever you<br> like.	
477	11:$59A3	41	うらないオババ「こんなに おおさわぎ<br> するのも なんねんぶりだろねえ」	Old Seer: How many years has<br> it been since we had a<br> celebration like this?	
478	11:$59CD	84	ナギ「にいちゃん ありがとな。<br> おれ フミちゃんの かおをみれた<br> ときは もう・・・うれしくてさ。<end><brk> フミちゃんも だいぶおちついてきた<br> みたいだよ」	Nagi: Thanks, big bro.<end><brk> When I saw Fumi again, I was<br> just... so happy.<end><brk> She seems a lot calmer now,<br> too.	
479	11:$5A22	45	フミ「・・・おにいちゃん<br> ・・・わたし・・・まだ・・<br> ドキドキしちゃって・・・」	Fumi: ...Mister... I... My<br> heart's still pounding...	
480	11:$5A50	35	タグラ「また さんにんで<br> あそべるんだね。わーい わーい！」	Tagura: Now the three of us<br> can play together again!<br> Hooray!	
481	11:$5A74	92	フミのはは「<name>さんの おふとん<br> を しいているんです。つかれたら<br> ここでやすんで くださいね。<end><brk> さっ これがおわったら わたしも<br> おかみさんを てつだわなきゃ！」	Fumi's Mom: I'm making a bed<br> for <name>.<end><brk> If you're tired, please rest<br> here.<end><brk> Once I'm done, I need to help<br> the Innkeeper!	
482	11:$5AD1	20	ぱしりのゴン「うわっはっはっはー！」	Gon: Wa-ha-ha-haaa!	
483	11:$5AE6	160	だいくのキンジ「さっき こんなカミが<br> おちてたんだけど・・・<end><brk> 『もちものを もちださずにクリアー<br> しても、パスワードはふえる・・・<end><brk> ほかにも いろんなことをすれば<br> パスワードは ふえていくぞ・・・』<end><brk> ・・・なんのことだか さっぱり<br> わからないけど <name>さん<br> わかる？」	Kinji: I found this piece of<br> paper just now...<end><brk> It says clearing without<br> bringing any items earns<br> another password...<end><brk> And doing all kinds of other<br> things earns even more...<end><brk> ...I have no idea what that<br> means. Do you, <name>?	
484	11:$5B87	73	コッパ「・・んでさぁ ヒック<end><brk> そのとき <name>があぶない！ と<br> おもったから オイラは ヨシゾウタ<br> を けんで バシュッと・・」	Koppa: ...So then, hic.<end><brk> I thought, <name>'s in<br> danger!<end><brk> So I slashed Yoshizota with<br> my sword! Swish!	
485	11:$5BD1	49	ぱしりのゴン「うわっはっはっはー！<end><br> おめえ なかなかジョウダンが<br> うめえなーっ！」	Gon: Wa-ha-ha-haaa!<end><brk> You're pretty good at telling<br> jokes!	
486	11:$5C03	49	だいくのキンジ「このイタチ<br> よっぱらうと ホラまで ふくだ！<br> うわっはっはっはー！」	Kinji: Get this weasel drunk<br> and he starts telling tall<br> tales!<end><brk> Wa-ha-ha-ha!	
487	11:$5C35	34	コッパ「ぬ、ぬわにぃ・・・ヒック<br> オ、オイラはなあ・・・ん？<end><mode0>	Koppa: Wh-whaaat...? Hic. I'll<br> have you know... Hm?<end><mode0>	
488	11:$5C58	45	 <name> どこいくんだ？ ヒック<end><brk> ああ オシッコか・・・<br> いってらっさーい ヒック」	 <name>, where're you<br> going? Hic.<end><brk> Oh, gotta pee? Off you go!<br> Hic.	
489	11:$5C86	75	コッパ「ヒック ええっと どこまで<br> はなしたっけ・・・そうだ そうだ<end><brk> そして オイラは じゅうそうのたて<br> を そうびした・・・」	Koppa: Hic. Now, where was I?<br> Oh, right.<end><brk> So then I equipped the Heavy<br> Shield...	
490	11:$5CD2	15	みんな「うわっはっはっはー！」	Everyone: Wa-ha-ha-ha!	
491	11:$5CE2	425	むらおさ「なに？・・クヨウとうげの<br> かいぶつたちについてじゃと？<br> ・・・ふむ」<cE1><mode1>ぇ<cE0:1A><end><brk>むらおさ「<name>さんも おきづき<br> かとおもうが、じつは あそこにいる<br> かいぶつどもは みな、<end><brk> いけにえにされた こどもたち<br> なんですじゃ。<end>しかし たおした<br> ことを くいるひつようは ない。<end><brk> もとにもどれず ヨシゾウタの<br> いいなりに さまようよりは・・・<end><brk> いっそのこと じょうぶつしてあげた<br> ほうが あのコらもラクじゃろうて。<end><br> だからあそこを クヨウとうげと<end><brk> なづけたのじゃよ・・・<end><brk> ・・・ケヤキのことは しんぱい<br> せんでもよい。なんにちか まてば<br> かならず もどってきますじゃ。<end><brk> わがいちぞくの たいしつがある<br> いじょう ここいがいに すめる<br> ばしょは ないのです」<end><brk>むらおさ「さあ みんな まっておる。<br> はやく もどりましょう」	Chief: What? You mean the<br> monsters at Kuyo Pass?<end><brk> ...Hmm.<cE1><mode1><$3C><cE0:1A><end><brk> Chief: You may have already<br> realized this, <name>,<end><brk> but all of those monsters<br> were once children offered as<br> sacrifices.<end><brk> But you need not regret<br> defeating them.<end><brk> It's better than wandering<br> forever at Yoshizota's<br> command,<end><brk> unable to return to normal.<end><brk> Sending them to their final<br> rest is kinder.<end><brk> That's why we named it Kuyo<br> Pass, where the lost find<br> rest.<end><brk> ...You don't need to worry<br> about Keyaki.<end><brk> Wait a few days and she'll<br> always return.<end><brk> As long as our clan carries<br> this trait,<end><brk> there is nowhere else we can<br> live.<end><brk> Chief: Come, everyone is<br> waiting. Let's go back.	
492	11:$5E8C	62	<cF2><cF0><cF1><cF4>こうして シキタリをたちきったむらの<br>うたげが よどおし おこなわれた。<br>そして つぎのあさ・・・<mode1><$C8><mode1>モ<mode0>	<cF2><cF0><cF1><cF4>And so the village celebrated<br> all night, its old custom<br> finally broken.<end><brk> The next morning...<mode1><$C8><mode1><$64><mode0>	
493	11:$5ECB	55	おかみ<mode1>こ「なにも きのうのきょう<br> でていかなくても・・・<mode1>Fもうすこし<br> ゆっくりしていったら？」<mode1><$C8><mode0>	Innkeeper:<mode1><$14> Do you really have<br> to leave the very next<br> day...?<mode1><$B4><end><brk> Wouldn't you like to stay a<br> little longer?<mode1><$C8><mode0>	
494	11:$5F03	92	コッパ<mode1>こ「オイラも ふつかよいだから<br> そうしたいところなんだけど<br> アイボウがさあ・・・<mode1>F<brk> けど<name>さあ、ケヤキちゃんって<br> コのこと ほんとにいいのかい？」<mode1>F<mode0>	Koppa:<mode1><$14> I'm hungover, so I'd<br> be happy to stay,<end><brk> but my partner here...<mode1><$B4><end><brk> Still, <name>... What about<br> Keyaki?<end><brk> Are you really okay leaving<br> her?<mode1><$B4><mode0>	
495	11:$5F60	85	フミのはは<mode1>こ「おかげさまで ほんとうに<br> ありがとうございました。<mode1>F<brk> すこしずつですが コトバのほうも<br> もどってきているみたいで・・」<mode1>F<mode0>	Fumi's Mom:<mode1><$14> Thank you so<br> much for everything.<mode1><$B4><end><brk> Her speech seems to be<br> coming back, little by<br> little...<mode1><$B4><mode0>	
496	11:$5FB6	47	フミ<mode1>こ「おにいちゃん・・・<mode1>と<br> たすけてくれて ありがとう・・・<mode1>ぇ<br> チュッ！」<mode1>と<mode0>	Fumi:<mode1><$14> Mister...<mode1><$1E> thank you<br> for saving me...<mode1><$3C> Mwah!<mode1><$1E><mode0>	
497	11:$5FE6	18	ロクロウ<mode1>こ「たっしゃでな」<mode1>モ<mode0>	Rokuro:<mode1><$14> Take care.<mode1><$64><mode0>	
498	11:$5FF9	28	ナギ<mode1>こ「にいちゃんたち<br> カッコよかったぜ」<mode1>F<mode0>	Nagi:<mode1><$14> You two were<br> amazing!<mode1><$B4><mode0>	
499	11:$6016	33	だいくのマサ<mode1>こ「こんどきたら ウチを<br> たててやらあ」<mode1>F<mode0>	Masa:<mode1><$14> Come back sometime<br> and I'll build you a house.<mode1><$B4><mode0>	
500	11:$6038	30	かんぬし<mode1>こ「これっ！<mode1>ぇ<br> おそいではないかっ！」<mode1>F<mode0>	Priest:<mode1><$14> Hey!<mode1><$3C> You're late!<mode1><$B4><mode0>	
501	11:$6057	25	ぱしりのゴン<mode1>こ「すみません・ハアハア」<mode1>F<mode0>	Gon:<mode1><$14> Sorry... Pant, pant.<mode1><$B4><mode0>	
502	11:$6071	34	むらおさ<mode1>こ「それでは げんきでな<br> ・・・<mode1>ぇん？」<mode1>ソ<cE7><mode0>	Chief:<mode1><$14> Well then, take<br> care...<mode1><$3C> Hm?<mode1><$50><cE7><mode0>	
503	11:$6094	15	ネコ<mode1>こ「ニャア・・・」<mode1>ッ<mode0>	Cat:<mode1><$14> Meow...<mode1><$78><mode0>	
504	11:$60A4	19	だいくのマサ<mode1>こ「ノラネコ？」<mode1>F<mode0>	Masa:<mode1><$14> A stray cat?<mode1><$B4><mode0>	
505	11:$60B8	67	おかみ<mode1>こ「あれ じんじゃにいたノラネコ<br> でしょ？<mode1>モ さいきん みかけなかった<br> けど・・・<mode1>ぇかえってきたんだ」<mode1><$DC><mode0>	Innkeeper:<mode1><$14> Isn't that the<br> stray cat from the shrine?<mode1><$64><end><brk> We haven't seen her<br> lately...<mode1><$3C> She came back.<mode1><$DC><mode0>	
506	11:$60FC	65	ぱしりのゴン<mode1>こ「うーっ<mode1>と そういえば<br> さっき じんじゃで ノラネコの<br> こえが きこえてたような・・・」<mode1><$DC><mode0>	Gon:<mode1><$14> Urgh...<mode1><$1E><end><brk> Come to think of it, I<br> thought I heard a stray cat<br> at the shrine earlier...<mode1><$DC><mode0>	
507	11:$613E	24	コッパ<mode1>こ「<name>！<mode1>ぇ もしかしたら！」<mode1>モ<cE7><mode0>	Koppa:<mode1><$14> <name>!<mode1><$3C> Could it<br> be?!<mode1><$64><cE7><mode0>	
508	11:$6157	20	おかみ<mode1>こ「ケヤキちゃん・・・」<mode1>F<cE7><mode0>	Innkeeper:<mode1><$14> Keyaki...<mode1><$B4><cE7><mode0>	
509	11:$616C	144	ケヤキ<mode1>こ「やっぱり もういちど<br> あいたくて<mode1>と・<mode1>と・<mode1>と・<mode1>モ<br> もう いっちゃうんでしょ？<mode1>F<brk> <name>さんは フウライニンだもン<br> ね。<mode1>とつぎのぼうけんが まっているン<br> だものね。<mode1>ッだから<mode1>モ・・・」<mode1><$C8><brk>ケヤキ<mode1>こ「・・・あの<mode1>と これ あげる！」<mode1>モ<mode0>	Keyaki:<mode1><$14> I just had to see you<br> one more time<mode1><$1E>.<mode1><$1E>.<mode1><$1E>.<mode1><$64><end><brk> You're leaving now, aren't<br> you?<mode1><$B4><end><brk> <name>, you're a<br> Wanderer, after all.<mode1><$1E><end><brk> Your next adventure is<br> waiting for you.<mode1><$78> That's<br> why<mode1><$64>...<mode1><$C8><end><brk> Keyaki:<mode1><$14> ...Um<mode1><$1E>, take this!<mode1><$64><mode0>	
510	11:$61FD	17	<name>は やくそうを もらった。<mode1>F<mode0>	<name> received a Medical<br> Herb.<mode1><$B4><mode0>	
511	11:$620F	101	ケヤキ<mode1>こ「たしか さいしょにあげたのも<br> やくそう だったよね。<mode1>F<brk> あたらしい たびだちだから<br> これがいいとおもって・・・<mode1>ッ<br> じゃ<mode1>と・<mode1>と・<mode1>と・<mode1>とおげんきで！」<mode1>F<mode0>	Keyaki:<mode1><$14> The first thing I<br> gave you was a Medical Herb<br> too,<end><brk> wasn't it?<mode1><$B4><end><brk> Since you're starting a new<br> journey, I thought it would<br> be fitting...<mode1><$78><end><brk> Well<mode1><$1E>.<mode1><$1E>.<mode1><$1E>.<mode1><$1E> take care of<br> yourself!<mode1><$B4><mode0>	
512	11:$6275	20	コッパ<mode1>こ「いこうぜ！ <name>！」<mode1>ッ<mode0>	Koppa:<mode1><$14> Let's go, <name>!<mode1><$78><mode0>	
513	11:$628A	19	だいくのマサ<mode1>こ「じゃあな」<mode1>ほ<mode0>	Masa:<mode1><$14> See you.<mode1><$28><mode0>	
514	11:$629E	17	ロクロウ<mode1>こ「ありがとよ」<mode1>ほ<mode0>	Rokuro:<mode1><$14> Thanks for<br> everything.<mode1><$28><mode0>	
515	11:$62B0	18	ナギ<mode1>こ「げんきでね！」<mode1>ほ<mode0>	Nagi:<mode1><$14> Take care!<mode1><$28><mode0>	
516	11:$62C3	17	むらおさ<mode1>こ「きをつけてな」<mode1>ほ<mode0>	Chief:<mode1><$14> Take care out there.<mode1><$28><mode0>	
517	11:$62D5	32	<mode1>ぇケヤキ<mode1>こ「つぎのぼうけんも<br> がんばってね！<mode1>◀<mode0>	<mode1><$3C>Keyaki:<mode1><$14> Good luck on your<br> next adventure!<mode1><$82><mode0>	
518	11:$62F6	26	<cF2><cF0><cF1><br> たびのかみクロンの おいかぜを！<mode1><$C8><mode0>	<cF2><cF0><cF1>May Kron, god of travelers,<br> grant you fair winds!<mode1><$C8><mode0>	
519	11:$6311	27	<cF4>ケヤキ<mode1>こ「・・・あの<mode1>と これ あげる！」<mode1>モ<mode0>	<cF4>Keyaki:<mode1><$14> ...Um<mode1><$1E>, take this!<mode1><$64><mode0>	
520	11:$632D	18	ロクロウ「おっ、よそモンだ・・・」	Rokuro: Oh, an outsider...	
521	11:$6340	24	タグラ「おにいちゃん どっから<br> きたの？」	Tagura: Mister, where'd ya<br> come from?	
522	11:$6359	55	ぱしりのゴン「コッパ？ しらねえな。<end><br> うーーーっ このむらで おちあう<br> ことになってたのかい？」	Gon: Koppa? Never heard of<br> him.<end><brk> Urgh... Were you supposed to<br> meet him in this village?	
523	11:$6391	13	ポチ「ワン！ ワワン！」	Pochi: Woof! Woof woof!	
524	11:$639F	39	フミのはは「シキタリとはいえ・・・<end><br> なんだって うちのむすめが・・・」	Fumi's Mom: I know it's<br> tradition, but...<end><brk> Why does it have to be my<br> daughter...?	
525	11:$63C7	37	むらおさ「かわいそうだが フミちゃん<br> のことは あきらめるんじゃ」	Chief: It pains me, but you<br> must give up on Fumi.	
526	11:$63ED	39	だいくのキンジ「オロチには だれも<br> かなわねえ。どうしようもないよ」	Kinji: No one stands a chance<br> against Orochi. There's<br> nothing we can do.	
527	11:$6415	11	ナギ「ちくしょう！」	Nagi: Damn it!	
528	11:$6421	15	むらおさ「あっ！ ナギ！！」	Chief: Ah! Nagi!!	
529	11:$6431	51	だいくのキンジ「あいつも つらいよな<end><br> フミちゃんとは いちばん なかが<br> よかったからな」	Kinji: This is hard on him,<br> too.<end><brk> He and Fumi were best<br> friends.	
530	11:$6465	13	フミのはは「ううう・・・」	Fumi's Mom: Ohhh...	
531	11:$6473	38	だいくのキンジ「くそっ オロチさえ<br> いなけりゃ こんなことには・・・」	Kinji: Damn it, if it weren't<br> for Orochi, none of this<br> would have happened...	
532	11:$649A	83	むらおさ「このむらは オロチという<br> かいぶつに しはいされておる。<end><brk> ねんにいちど おさないこどもを<br> いけにえに ささげなければ ならぬ<br> のじゃ」	Chief: This village is ruled<br> by a monster called Orochi.<end><brk> Once a year we must offer<br> up a young child as a<br> sacrifice.	
533	11:$64EE	11	ニワトリ「コケーッ！」	Rooster: Cock-a-doodle-doo!	
534	11:$64FA	76	おかみ「あらっ おきゃくさん？<end><brk> えっ ちがうの。いやね よそからの<br> きゃくなんて めったに こないから<br> はっきりいって ヒマでヒマで・・」	Innkeeper: Oh, a guest?<end><brk> Oh, you're not? What a<br> shame. We almost never get<br> visitors from outside.<end><brk> To be honest, I'm bored out<br> of my mind...	
535	11:$6547	51	うらないオババ「オロチは<br>『クヨウとうげ』に すんでおる。<br> てしたの かいぶつとともにな」	Old Seer: Orochi lives at Kuyo<br> Pass,<end><brk> along with the monsters that<br> serve him.	
536	11:$657B	176	だいくのマサ「このさきは<br> 『クヨウとうげ』っていってな<br> とてもキケンなところなんだ。<end><brk> どうしてもというのなら いくまえに<br> じんじゃによりな。かんぬしさまが<br> いろいろ おしえてくれるぜ。<end><brk> あと クヨウとうげは、みちが<br> 3つに わかれているんだ。<end><brk> そこのカンバンのちずを みれば<br> みちを えらべるぜ」	Masa: Up ahead is a<br> dangerous place called Kuyo<br> Pass.<end><brk> If you're determined to go,<br> stop at the shrine first.<end><brk> The Shrine Priest can teach<br> you a few things.<end><brk> Kuyo Pass also splits into<br> three roads.<end><brk> Check the map on that sign<br> to choose one.	
537	11:$662C	122	だいくのマサ「そとにでるまえに<br> もうすこし むらびとたちに はなし<br> かけたほうが いいぜ。<end><brk> あと クヨウとうげは、みちが<br> 3つに わかれているんだ。<end><brk> そこのカンバンのちずを みれば<br> みちを えらべるぜ」	Masa: Before heading out,<br> you should talk to a few<br> more villagers.<end><brk> Kuyo Pass splits into three<br> roads.<end><brk> Check the map on that sign<br> to choose one.	
538	11:$66A7	18	ロクロウ「た、たいへんだーっ！！」	Rokuro: W-we've got trouble!!	
539	11:$66BA	54	ロクロウ「ナギがっ！ ナギが<br> いねえんだっ！<end> どこさがしても<br> みあたらないんだよ！！」	Rokuro: Nagi! Nagi's gone!<end><brk> I've looked everywhere, but I<br> can't find him!	
540	11:$66F1	33	だいくのマサ「あれ？ さっきここで<br> みかけたけどな・・・」	Masa: Huh? I saw him here just<br> a minute ago...	
541	11:$6713	49	ロクロウ「まさか・・・<end>いや<br> まちがいない！<end> あいつ<br> フミちゃんをたすけにいったんだ！」	Rokuro: No way... Wait, I'm<br> sure of it!<end><brk> He went to rescue Fumi!	
542	11:$6745	98	むらおさ「ムチャじゃ！ かいぶつども<br> のエジキになるのがオチだわい！<end><brk> まだそんなにとおくまで いっとりゃ<br> せん！ いますぐ おいかければ<br> まにあうとおもうが・・・」	Chief: Foolish boy! He'll only<br> become monster food!<end><brk> He can't have gone very far<br> yet!<end><brk> If someone goes after him<br> now, they may still catch<br> him...	
543	11:$67A8	59	だいくのマサ「や、やだよ オレは・・<end><br> ナギが むらおさの マゴとはいえ<br> あんなとこ いきたかねえよ！」	Masa: N-not me...<end><brk> Even if Nagi is the Village<br> Chief's grandson,<end><brk> I'm not going up there!	
